nro_identificacion;bgi_30;acierta_plus;score_trview;edad_cliente;INGRESOS;cupo_max_TDC;tiene_telcos;tiene_real;tiene_coop;ant_max;ant_real;ant_telcos;meses_ultima_apr_tdc;meses_ultima_apr_cab;num_tdc;util_tdc_rot;cant_mora_30;cant_mora_60;telcos;ciudad_exp;entidad_cupo_max;nro_ahor_mer;nro_corr_mer;nro_cons_2m_tdc_mer;nro_cons_2m_cab_mer;sector_real
2990;1;393;35;52;1589000;0;0;1;0;-1.00;6.83;-1.00;NULL;NULL;0;0;0;0;0;SANTA MARTA;;0.00;2.00;1;0;5
2991;0;703;82;49;1192000;700000;1;0;0;7.75;-1.00;4.33;114,0666667;23,73333333;1;0;0;0;1;PAILITAS;TUYA S.A.;0.00;2.00;0;2;0
2992;0;772;116;37;2169000;2200000;1;1;0;13.42;0.42;1.42;62,3;NULL;2;0,06343714;0;0;2;JESUS MARIA;BCO AGRARIO;0.00;4.00;0;1;1
2993;0;842;130;52;4074000;0;0;0;1;-1.00;-1.00;-1.00;NULL;NULL;0;0;0;0;0;BARICHARA;;0.00;0.00;0;0;0
2994;0;730;147;38;2086000;0;1;1;1;-1.00;2.92;1.67;NULL;NULL;0;0;0;0;1;CUCUTA;;0.00;2.00;0;0;2
2995;0;772;57;58;1399000;0;0;1;0;-1.00;4.58;-1.00;NULL;NULL;0;0;0;0;0;CUCUTILLA;;0.00;2.00;0;0;6
2996;0;812;156;38;1573000;2250000;0;0;0;2.92;-1.00;-1.00;55,2;NULL;1;0;0;0;0;NEIVA;BANCO SERFINANSA S.A;0.00;0.00;0;0;0
2997;1;421;32;36;1432000;0;0;1;0;-1.00;13.08;-1.00;NULL;NULL;0;0;0;0;0;BUESACO;;0.00;4.00;0;0;2
2998;0;630;13;30;1813000;800000;1;0;0;0.42;-1.00;0.42;NULL;NULL;1;0,93133583;0;0;1;BARRANQUILLA;BCO DAVIVIENDA;0.00;0.00;0;0;0
2999;0;704;26;28;3585000;1000000;1;1;0;1.75;1.67;7.08;36,9;36,9;1;0,625374625;0;0;4;PENSILVANIA;BCO DE BOGOTA;1.00;2.00;1;2;2
3000;0;793;126;36;6310000;3000000;1;0;0;9.92;-1.00;7.75;15,63333333;NULL;3;0,166412472;0;0;4;BUCARAMANGA;BCO COLPATRIA;0.00;4.00;0;2;0
3001;0;845;160;57;2517000;0;1;1;0;-1.00;12.33;14.08;NULL;NULL;0;0;0;0;2;CARTAGENA DEL C;;0.00;0.00;0;2;3
3002;1;754;126;49;3088000;5530000;1;1;0;13.33;11.50;12.17;15,63333333;21,66666667;10;0,276003276;0;0;3;ENGATIVA;TUYA S.A.;3.00;0.00;0;0;5
3003;0;814;156;41;3916000;5600000;1;1;0;3.42;1.67;5.33;32,9;NULL;2;0,599176592;0;0;4;BOGOTA D.C.;BANCOLOMBIA MASTERCARD;0.00;0.00;1;3;2
3004;1;536;109;56;3743000;7600000;1;0;0;10.17;-1.00;3.75;32,9;23,73333333;5;0,151718984;0;0;3;VALLEDUPAR;BANCOLOMBIA AME. EXP.;0.00;2.00;0;0;0
3005;0;739;121;36;3014000;5000000;1;1;0;1.17;0.58;4.42;23,73333333;24,73333333;1;0,588482304;0;0;3;PAIPA;BANCOLOMBIA MASTERCARD;0.00;6.00;0;1;1
3006;0;812;137;44;2790000;1000000;1;1;0;2.67;1.25;11.00;23,73333333;NULL;1;0;0;0;4;SOGAMOSO;TUYA S.A.;0.00;4.00;1;0;3
3007;0;656;133;46;2616000;3650000;0;1;0;3.75;0.50;-1.00;65,36666667;NULL;1;0,863872912;0;0;0;AGUACHICA;BANCO SERFINANSA S.A;0.00;0.00;0;1;1
3008;0;773;133;60;1598000;1680000;1;0;0;0.25;-1.00;6.25;22,7;NULL;1;0,820939917;0;0;1;PUERTO BOYACA;CREDIFACIL COLPATRIA;0.00;0.00;0;0;0
3009;0;700;98;41;2492000;3300000;1;1;0;0.33;2.08;9.42;23,73333333;NULL;1;0,947591639;0;0;4;SOGAMOSO;BANCOLOMBIA MASTERCARD;0.00;4.00;0;0;3
3010;0;785;126;37;11121000;34000000;1;1;0;5.58;0.92;5.33;73,43333333;NULL;3;0,109686458;0;0;2;BOGOTA D.C.;BCO DAVIVIENDA;0.00;2.00;0;1;1
3011;1;663;87;47;3105000;3200000;1;1;0;11.50;0.58;10.75;24,73333333;NULL;5;1;0;0;4;TOCAIMA;BCO DAVIVIENDA;0.00;2.00;2;0;2
3012;0;771;136;36;2012000;1600000;0;0;0;1.08;-1.00;-1.00;NULL;32,9;0;0;0;0;0;SANTA MARTA;BCO DAVIVIENDA;0.00;0.00;0;0;0
3013;0;694;85;38;3055000;3700000;1;0;0;2.50;-1.00;8.25;31,86666667;21,66666667;5;0,499432892;0;0;2;TARQUI;BCO COLPATRIA;0.00;0.00;0;0;0
3014;1;859;152;35;10831000;2199000;1;0;0;5.25;-1.00;2.83;53,16666667;50,1;2;0,243699662;0;0;1;BOGOTA D.C.;BANCO DE OCCIDENTE S.A.;0.00;2.00;0;2;0
3015;0;593;14;42;2898000;1000000;1;1;0;2.58;1.00;6.42;51,1;25,76666667;1;0,764235764;0;0;8;BOGOTA D.C.;CREDIFACIL COLPATRIA;6.00;2.00;0;3;2
3016;1;683;118;42;2161000;0;1;0;0;1.92;-1.00;0.83;NULL;43,03333333;0;0;0;0;1;BOGOTA D.C.;;2.00;0.00;0;0;0
3017;0;708;21;28;1747000;900000;0;1;0;0.25;0.25;-1.00;20,73333333;NULL;1;1;0;0;0;BOGOTA D.C.;BANCOLOMBIA MASTERCARD;0.00;4.00;0;1;1
3018;1;600;51;33;1598000;2000000;1;1;0;7.83;1.33;2.58;90,7;19,7;2;0;0;0;1;BOGOTA D.C.;BCO COLPATRIA;0.00;8.00;0;0;1
3019;0;712;97;32;1879000;2000000;1;1;0;0.33;2.08;3.92;NULL;NULL;1;0,949525237;0;0;2;MEDELLIN;BCO DAVIVIENDA;0.00;2.00;0;0;1
3020;0;856;159;35;6252000;5360000;1;0;0;7.17;-1.00;7.25;60,26666667;NULL;2;0,243588512;0;0;2;BOGOTA D.C.;B. FALLABELLA;0.00;0.00;0;0;0
3021;0;745;43;26;1432000;0;1;1;0;-1.00;0.25;2.42;NULL;NULL;0;0;0;0;2;BOGOTA D.C.;;0.00;2.00;0;0;1
3022;0;795;113;70;1581000;0;0;1;0;-1.00;2.67;-1.00;NULL;NULL;0;0;0;0;0;PEREIRA;;0.00;0.00;0;0;2
3023;0;802;87;37;4264000;6200000;1;1;0;3.75;7.25;3.42;29,83333333;43,03333333;2;0,000232531;0;0;5;PUERTO BERRIO;BCO DE BOGOTA;0.00;6.00;1;1;5
3024;1;1;1;41;1209000;0;0;1;0;-1.00;8.58;-1.00;NULL;NULL;0;0;0;0;0;CAREPA;;0.00;4.00;0;1;1
3025;0;777;49;35;1275000;600000;0;1;0;0.25;1.67;-1.00;14,6;NULL;1;0;0;0;0;ITAGUI;TUYA S.A.;0.00;2.00;1;0;2
3026;0;750;95;54;1888000;3924000;0;1;0;0.25;0.25;-1.00;NULL;18,7;1;0;0;0;0;ANDES;TUYA S.A.;0.00;4.00;0;1;2
3027;0;769;162;42;2119000;0;1;1;0;8.25;1.08;8.50;NULL;17,66666667;0;0;0;0;2;ANDES;;0.00;4.00;0;1;1
3028;0;806;97;43;1548000;2000000;1;0;0;0.25;-1.00;3.83;18,7;NULL;2;0,104550191;0;0;1;BELLO;CONFIAR CO;0.00;4.00;1;0;0
3029;0;752;68;50;1407000;1700000;1;1;0;0.50;3.75;4.17;21,66666667;NULL;2;0,388316151;0;0;2;SEGOVIA;BCO COLPATRIA;0.00;4.00;0;2;6
3030;0;730;32;35;1565000;1320000;1;1;0;0.25;0.08;2.50;18,7;NULL;1;0,892505678;0;0;1;PEREIRA;BCO COLPATRIA;0.00;2.00;0;1;1
3031;0;806;125;34;2376000;3000000;1;0;0;6.08;-1.00;2.33;93,76666667;NULL;1;0,270576475;0;0;1;RIONEGRO;BANCOLOMBIA AME. EXP.;0.00;2.00;0;1;0
3032;1;644;14;36;2749000;1700000;1;1;1;12.67;0.25;8.67;111;NULL;3;0,001249688;0;0;2;BOGOTA D.C.;CREDIFACIL COLPATRIA;0.00;4.00;0;0;1
3033;1;742;70;41;1465000;1800000;0;1;0;0.08;0.25;-1.00;NULL;NULL;1;0,360910605;0;0;0;MADRID;BCO DAVIVIENDA;0.00;8.00;0;1;1
3034;0;669;113;49;1432000;500000;1;0;0;0.42;-1.00;8.83;20,73333333;NULL;1;0,347305389;0;0;1;LA VIRGINIA;BANCO SERFINANZA S.A;0.00;0.00;0;0;0
3035;1;694;102;28;2790000;3000000;1;0;0;3.00;-1.00;4.58;28,83333333;18,7;5;0,481001341;0;0;2;SANTA MARTA;BANCOLOMBIA MASTERCARD;0.00;6.00;0;2;0
3036;0;782;101;49;5291000;0;1;1;0;3.58;0.25;2.08;NULL;23,73333333;0;0;0;0;1;MIRAFLORES;;0.00;2.00;0;1;1
3037;0;702;151;43;1316000;916000;1;1;0;5.42;2.08;4.33;78,53333333;NULL;1;0,860414395;0;0;3;AGUAZUL;TUYA S.A.;0.00;2.00;1;1;2
3038;0;743;157;44;2293000;0;1;1;0;3.25;7.67;6.00;NULL;15,63333333;0;0;0;0;1;NUEVO COLON;;0.00;2.00;0;1;7
3039;1;435;26;41;2161000;1600000;1;0;0;3.50;-1.00;4.25;47,03333333;NULL;1;0,730410959;7;2;2;BOGOTA D.C.;CREDIVALORES CREDIUNO;0.00;0.00;0;0;0
3040;0;653;96;37;1606000;1000000;1;0;0;0.25;-1.00;5.00;15,63333333;NULL;1;0,196803197;0;0;3;BUGALAGRANDE;BANCO SERFINANZA S.A;0.00;6.00;1;2;0
3041;0;745;55;45;2616000;4250000;0;1;0;1.08;0.25;-1.00;20,73333333;NULL;3;0,878823911;0;0;0;BOGOTA D.C.;TUYA S.A.;0.00;0.00;1;0;1
3042;0;658;86;43;1598000;1900000;0;0;0;2.42;-1.00;-1.00;49,06666667;NULL;1;0,401090579;0;0;0;BOGOTA D.C.;TUYA S.A.;0.00;0.00;1;0;0
3043;0;761;157;56;18342000;16000000;1;1;0;5.25;0.67;3.50;NULL;46;1;0,097945103;0;0;7;CALI;BCO DAVIVIENDA;2.00;4.00;0;1;22
3044;0;724;44;63;2277000;7600000;1;0;0;0.17;-1.00;1.17;19,7;NULL;1;0,094682231;0;0;1;CALI;B. FALLABELLA;0.00;2.00;1;0;0
3045;1;562;17;50;3014000;1700000;1;1;1;2.42;1.42;6.58;42;NULL;2;1;1;0;4;ALVARADO;BANCOLOMBIA VISA;0.00;4.00;0;1;3
3046;0;744;44;38;1879000;0;1;1;0;-1.00;2.00;3.75;NULL;NULL;0;0;0;0;1;SOGAMOSO;;0.00;0.00;1;1;7
3047;0;830;82;39;2716000;2000000;1;0;0;0.42;-1.00;3.75;NULL;NULL;1;0;0;0;2;PAIPA;BCO DAVIVIENDA;0.00;0.00;0;1;0
3048;0;751;114;56;2459000;0;0;0;0;0.17;-1.00;-1.00;NULL;17,66666667;0;0;0;0;0;GRANADA;;0.00;0.00;0;2;0
3049;0;746;70;28;2351000;3370000;1;1;0;7.50;4.58;1.67;44,03333333;NULL;2;0,185793472;0;0;1;BOGOTA D.C.;CREDIFACIL COLPATRIA;0.00;2.00;0;1;3
3050;1;671;123;57;1921000;1884000;1;1;0;11.33;5.08;3.67;153,6;NULL;1;0,912997347;0;0;2;ROVIRA;TUYA S.A.;0.00;0.00;0;0;4
3051;1;778;121;51;4976000;1100000;1;1;0;3.25;19.33;4.25;55,2;NULL;1;0,604904632;0;0;1;MELGAR;BCO DE BOGOTA;0.00;2.00;0;1;5
3052;0;655;113;52;2823000;0;0;1;1;-1.00;0.17;-1.00;NULL;NULL;0;0;0;0;0;BARICHARA;;0.00;0.00;0;0;1
3053;0;797;73;56;1556000;0;0;0;0;0.17;-1.00;-1.00;NULL;17,66666667;0;0;0;0;0;VILLANUEVA;;0.00;4.00;0;1;0
3054;0;715;94;58;1581000;0;0;0;0;0.33;-1.00;-1.00;NULL;19,7;0;0;0;0;0;COYAIMA;;0.00;4.00;0;1;0
3055;0;769;113;59;1142000;200000;1;1;1;4.33;1.17;2.92;68,4;NULL;1;0;0;0;1;PUERTO WILCHES;TUYA S.A.;0.00;2.00;0;0;1
3056;0;412;14;49;1424000;750000;1;1;0;0.33;2.42;2.08;19,7;NULL;1;0,769640479;0;0;1;DOLORES;CREDIFACIL COLPATRIA;0.00;0.00;0;0;1
3057;1;721;126;38;9192000;4600000;1;1;0;5.67;0.25;9.33;50,1;37,93333333;3;1;0;0;3;CUCUTA;TUYA S.A.;2.00;4.00;0;2;2
3058;1;682;50;51;2376000;4000000;0;0;0;8.17;-1.00;-1.00;29,83333333;NULL;2;0,788783434;10;1;0;OCA/A;CREDIVALORES CREDIUNO;2.00;4.00;0;0;0
3059;0;795;121;36;2318000;3660000;0;1;0;11.58;1.67;-1.00;79,56666667;NULL;3;0,094189966;0;0;0;VILLAVICENCIO;B. FALLABELLA;0.00;2.00;0;1;1
3060;0;674;109;29;2211000;1400000;1;1;0;3.58;1.50;3.00;37,93333333;21,66666667;3;0,909573058;0;0;2;BOGOTA D.C.;CREDIVALORES CREDIUNO;0.00;0.00;1;0;3
3061;1;309;19;32;1565000;2720000;1;0;0;5.42;-1.00;3.00;42;NULL;2;0,788354721;1;2;3;BOGOTA D.C.;CREDIVALORES CREDIUNO;0.00;2.00;0;0;0
3062;0;708;21;35;1573000;1300000;0;1;0;0.25;0.33;-1.00;20,73333333;NULL;2;0,495401839;0;0;0;APARTADO;BANCOLOMBIA VISA;0.00;2.00;0;0;1
3063;1;757;48;31;1474000;0;1;1;0;-1.00;4.50;4.17;NULL;NULL;0;0;0;0;1;TUNJA;;0.00;2.00;0;3;1
3064;0;816;44;46;14591000;600000;1;0;0;5.08;-1.00;6.75;79,56666667;24,73333333;1;0;0;0;3;PENSILVANIA;TUYA S.A.;2.00;4.00;1;2;0
3065;0;751;118;26;2161000;4800000;0;1;0;1.17;4.33;-1.00;28,83333333;21,66666667;2;0,282527881;0;0;0;MONTERIA;BCO DE BOGOTA;0.00;4.00;0;2;1
3066;0;693;80;35;2426000;0;1;1;0;-1.00;1.83;1.83;NULL;NULL;0;0;0;0;1;CARTAGENA;;0.00;2.00;0;1;2
3067;1;742;111;35;3006000;1781000;1;1;0;13.08;2.33;6.17;64,33333333;43,03333333;4;0,640075973;0;0;2;NEIVA;CREDENCIAL;3.00;6.00;2;2;3
3068;1;408;11;40;2997000;2000000;1;1;0;3.25;2.33;3.33;26,76666667;15,63333333;2;0,985458952;5;2;2;MAGANGUE;BANCO SERFINANZA S.A;3.00;4.00;0;1;2
3069;1;786;114;31;3610000;1500000;1;1;0;1.92;1.33;6.50;NULL;NULL;3;0,463149227;0;0;3;OCAMONTE;BCO DAVIVIENDA;0.00;0.00;1;4;2
3070;0;712;0;31;1101000;0;0;0;0;-1.00;-1.00;-1.00;NULL;NULL;0;0;-1;-1;0;SINCELEJO;;0.00;4.00;0;0;0
3071;1;718;14;44;1416000;0;1;1;0;-1.00;0.25;0.75;NULL;NULL;0;0;0;0;2;PALMIRA;;0.00;2.00;1;2;2
3072;0;758;140;52;2749000;4500000;0;1;0;5.92;0.17;-1.00;31,86666667;NULL;2;0,593818985;0;0;0;IBAGUE;TUYA S.A.;3.00;2.00;0;0;1
3073;0;840;126;54;6972000;13300000;1;0;0;12.83;-1.00;5.00;22,7;22,7;6;0,002677642;0;0;1;IBAGUE;BCO DAVIVIENDA;0.00;8.00;0;0;0
3074;0;543;16;39;1970000;1350000;1;0;0;1.08;-1.00;2.83;32,9;27,8;1;0,282753516;1;0;1;PALMITO;BANCO SERFINANSA S.A;0.00;2.00;0;0;0
3075;0;728;50;36;3196000;4600000;1;0;0;5.00;-1.00;5.50;30,86666667;NULL;2;0,004124484;0;0;3;BUCARAMANGA;BANCOLOMBIA AME. EXP.;0.00;2.00;0;0;0
3076;0;560;32;30;2269000;0;1;1;1;-1.00;3.67;5.00;NULL;NULL;0;0;0;0;1;BUCARAMANGA;;0.00;2.00;0;0;4
3077;1;337;19;32;2384000;3000000;0;0;0;1.83;-1.00;-1.00;42;NULL;1;0,897275681;2;2;0;BUCARAMANGA;CREDIVALORES CREDIUNO;0.00;0.00;0;1;0
3078;1;524;60;31;1995000;2470000;1;1;0;4.67;3.58;1.42;37,93333333;NULL;4;0,598957364;8;3;1;BUCARAMANGA;TUYA S.A.;0.00;0.00;0;0;2
3079;0;764;142;41;2062000;0;1;1;0;3.33;0.08;5.67;NULL;54,16666667;0;0;0;0;2;LA CALERA;;0.00;0.00;0;0;1
3080;0;798;134;51;2666000;0;0;1;1;0.25;2.25;-1.00;NULL;16,66666667;0;0;0;0;0;TIMBIO;;0.00;2.00;0;2;1
3081;0;769;120;37;1432000;0;1;0;0;-1.00;-1.00;3.75;NULL;NULL;0;0;0;0;1;TUNJA;;0.00;0.00;1;2;0
3082;0;765;143;43;2045000;500000;0;0;0;2.25;-1.00;-1.00;41;16,66666667;1;0,211576846;0;0;0;SAN JUAN NEPOMU;BANCO SERFINANZA S.A;0.00;2.00;0;2;0
3083;0;753;156;50;1912000;0;0;0;0;-1.00;-1.00;-1.00;NULL;NULL;0;0;0;0;0;SAN JUAN NEPOMU;;0.00;0.00;0;0;0
3084;0;633;57;38;2649000;5900000;1;1;1;0.75;0.92;5.92;28,83333333;NULL;1;0,094729707;1;0;2;GARZON;BCO COLPATRIA;0.00;2.00;0;0;1
3085;1;681;100;36;2028000;4000000;1;1;0;1.00;2.00;4.25;31,86666667;NULL;3;0,666342806;0;0;3;PACHO;BCO DAVIVIENDA;0.00;0.00;0;0;1
3086;0;760;125;36;2269000;4200000;1;0;0;6.83;-1.00;0.92;17,66666667;NULL;4;0,49937872;0;0;1;BOGOTA D.C.;TUYA S.A.;0.00;2.00;1;0;0
3087;0;822;164;39;4049000;33500000;1;0;0;12.25;-1.00;12.42;71,4;NULL;3;0,025840211;0;0;4;LA CALERA;BCO COLPATRIA;0.00;0.00;0;0;0
3088;0;844;162;48;12007000;13800000;1;1;0;12.42;19.67;4.17;43,03333333;NULL;3;0,000283634;0;0;2;ENGATIVA;BCO COLPATRIA;2.00;2.00;0;0;1
3089;0;759;105;40;3155000;3700000;1;1;0;6.83;0.17;0.17;27,8;22,7;3;0,016595345;0;0;1;MIRANDA;TUYA S.A.;0.00;2.00;0;0;1
3090;0;766;163;55;4538000;8000000;1;0;0;11.08;-1.00;13.08;56,2;NULL;5;0,014531915;0;0;5;MANIZALES;BANCOLOMBIA AME. EXP.;0.00;2.00;0;2;0
3091;0;820;162;54;3668000;4627000;1;0;0;16.25;-1.00;2.58;41;NULL;4;0,375928218;0;0;2;MEDELLIN;TUYA S.A.;4.00;0.00;0;4;0
3092;0;715;126;54;8007000;24450000;1;1;0;6.42;3.00;3.33;21,66666667;26,76666667;6;0,810073579;0;0;6;SAN CARLOS;TUYA S.A.;0.00;2.00;0;0;1
3093;0;710;96;25;1772000;338000;1;0;0;0.92;-1.00;3.08;26,76666667;NULL;1;0,578171091;0;0;3;TUMACO;TUYA S.A.;0.00;2.00;1;0;0
3094;0;845;147;58;2277000;8460000;0;1;0;8.58;1.92;-1.00;120,1;NULL;1;0;0;0;0;GACHETA;CREDIFACIL COLPATRIA;0.00;2.00;0;1;1
3095;1;628;145;47;2020000;2540000;0;1;0;4.58;4.67;-1.00;73,43333333;NULL;1;0,670602125;0;0;0;FUNDACION;BANCO SERFINANZA S.A;0.00;2.00;0;0;3
3096;1;509;19;28;4380000;4500000;1;0;0;5.75;-1.00;6.08;21,66666667;28,83333333;5;0,983527623;4;0;2;YOPAL;BCO DE BOGOTA;3.00;2.00;0;2;0
3097;1;673;17;24;1407000;1500000;0;1;0;0.42;1.58;-1.00;NULL;15,63333333;1;1;0;0;0;VILLANUEVA;BCO DAVIVIENDA;0.00;0.00;0;2;1
3098;0;872;100;56;4687000;12200000;1;0;0;4.92;-1.00;7.83;31,86666667;16,66666667;3;0,344790064;1;0;4;MELGAR;BCO DE BOGOTA;0.00;0.00;1;4;0
3099;1;584;37;51;1813000;1500000;0;1;0;3.25;2.17;-1.00;43,03333333;NULL;2;0,75;2;1;0;NEIVA;BANCO SERFINANSA S.A;0.00;0.00;0;1;3
3100;0;734;100;45;11577000;0;1;0;0;4.08;-1.00;4.58;NULL;22,7;0;0,946;0;0;1;NEIVA;;0.00;4.00;1;2;0
3101;0;732;134;30;4041000;9500000;1;0;1;2.92;-1.00;4.25;35,9;28,83333333;2;0,779089651;0;0;2;SAN GIL;BANCOLOMBIA VISA;0.00;2.00;0;3;0
3102;0;619;18;36;2351000;0;1;1;1;-1.00;2.17;1.83;NULL;NULL;0;0;5;1;1;PUERTO BERRIO;;0.00;4.00;0;1;7
3103;1;726;145;50;1267000;0;1;1;0;4.08;0.58;2.75;NULL;NULL;0;0;0;0;2;VENECIA;;0.00;0.00;0;0;6
3104;0;855;126;62;4604000;8130000;0;0;0;34.00;-1.00;-1.00;75,46666667;NULL;2;0,065169804;0;0;0;CALI;BCO DAVIVIENDA;0.00;2.00;1;0;0
